"user" "hotel"
"13241" 3473 3
"5918" 1561 56
"2576" 674 18
"2742" 721 27
"15592" 4086 2
"6724" 1752 28
"13346" 3509 38
"14729" 3852 21
"810" 210 49
"11212" 2919 56
"13835" 3639 17
"5227" 1385 60
"5050" 1336 14
"14214" 3717 24
"7337" 1918 63
"8799" 2320 45
"9166" 2414 46
"9038" 2384 14
"10064" 2644 2
"2623" 687 55
"2592" 678 6
"8795" 2318 64
"14322" 3746 20
"7026" 1833 59
"13863" 3645 60
"14662" 3832 24
"2549" 668 17
"8495" 2238 37
"12294" 3195 34
"14344" 3752 43
"5649" 1494 66
"15130" 3962 45
"601" 154 6
"15704" 4118 46
"5504" 1453 66
"2924" 773 56
"12538" 3266 60
"10641" 2780 37
"13482" 3543 2
"13936" 3666 62
"14676" 3837 45
"16931" 4467 58
"3532" 934 53
"11634" 3032 59
"15382" 4030 45
"1013" 268 10
"7831" 2060 47
"2706" 712 39
"8470" 2231 56
"3654" 963 17
"9829" 2576 17
"11815" 3080 13
"11314" 2943 7
"2767" 727 56
"11219" 2922 53
"12625" 3287 13
"7031" 1834 15
"8408" 2213 39
"2146" 562 61
"5753" 1524 37
"10667" 2787 46
"2490" 650 13
"12543" 3266 7
"13444" 3532 56
"1938" 504 36
"5267" 1397 4
"13219" 3465 6
"11021" 2869 60
"11537" 3004 13
"11484" 2989 18
"6069" 1606 26
"393" 98 61
"12433" 3232 6
"15101" 3953 2
"9178" 2416 60
"357" 87 1
"2115" 553 34
"13722" 3604 10
"9172" 2415 13
"12850" 3355 60
"5238" 1388 39
"4609" 1217 41
"15396" 4034 57
"7427" 1941 36
"4981" 1323 39
"15867" 4155 17
"104" 32 47
"12806" 3343 59
"4286" 1136 37
"16151" 4237 10
"13744" 3612 45
"9564" 2504 22
"16242" 4264 56
"1069" 281 18
"7160" 1865 6
"8238" 2170 5
"6475" 1692 61
"1079" 284 26
"83" 24 39
"14465" 3784 7
"6425" 1676 51
"4728" 1250 56
"13958" 3671 2
"12024" 3134 41
"16475" 4339 56
"2381" 620 56
"279" 74 56
"12909" 3372 39
"13180" 3451 35
"2960" 780 48
"6860" 1786 4
"2481" 649 47
"4747" 1254 39
"7436" 1943 57
"16849" 4452 8
"11909" 3104 4
"7109" 1850 39
"1632" 414 2
"8629" 2275 3
"9732" 2549 27
"14387" 3765 13
"5894" 1553 57
"576" 148 4
"8419" 2217 49
"16068" 4214 53
"345" 85 66
"1513" 381 19
"220" 57 57
"14035" 3678 40
"4590" 1212 16
"2954" 779 61
"1224" 306 37
"16164" 4241 37
"13613" 3578 28
"8574" 2262 7
"16725" 4413 42
"3769" 1001 57
"14754" 3858 33
"7859" 2067 14
"2070" 540 24
"676" 174 15
"7298" 1906 48
"2663" 699 52
"9288" 2443 49
"9826" 2575 3
"10580" 2768 25
"4840" 1276 34
"14149" 3697 14
"17226" 4544 27
"840" 214 60
"14151" 3697 7
"7970" 2095 13
"5901" 1556 3
"7706" 2016 60
"3052" 803 2
"14419" 3771 60
"7807" 2052 60
"12940" 3383 26
"14127" 3691 63
"2113" 552 37
"930" 244 64
"16987" 4480 38
"7231" 1887 10
"10740" 2803 17
"4534" 1200 66
"2513" 657 61
"14490" 3790 13
"15273" 4005 9
"11545" 3007 13
"6819" 1778 60
"1410" 354 13
"3459" 912 59
"15828" 4146 59
"4356" 1153 43
"4033" 1068 47
"4996" 1323 63
"8547" 2254 24
"8626" 2274 35
"3908" 1035 46
"8302" 2182 9
"14082" 3684 50
"5586" 1475 57
"14534" 3801 40
"8805" 2320 37
"15366" 4030 47
"1" 1 39
"3528" 932 65
"8223" 2165 41
"7451" 1946 63
"14660" 3831 38
"5860" 1543 62
"6611" 1724 18
"5628" 1488 37
"2297" 596 52
"8800" 2320 26
"11497" 2993 66
"12517" 3259 10
"9757" 2557 59
"1754" 451 3
"7728" 2024 55
"12812" 3343 60
"16949" 4472 49
"16580" 4372 2
"13210" 3461 6
"14359" 3757 14
"12442" 3235 26
"7038" 1834 38
"13345" 3509 37
"1405" 353 48
"4242" 1121 64
"166" 47 53
"12689" 3304 37
"11860" 3089 46
"7517" 1966 13
"4627" 1222 37
"3106" 818 14
"8452" 2227 15
"1346" 340 6
"16751" 4422 60
"9198" 2421 28
"2692" 707 39
"11473" 2987 61
"12455" 3239 56
"4449" 1181 38
"4292" 1139 6
"886" 230 56
"16462" 4335 20
"15901" 4169 53
"11871" 3092 19
"7361" 1921 62
"8291" 2179 16
"7952" 2094 60
"2013" 526 56
"13470" 3540 38
"15720" 4123 13
"15668" 4108 26
"14313" 3743 17
"7745" 2031 4
"4412" 1168 10
"3804" 1007 2
"3979" 1051 55
"2295" 596 28
"12813" 3344 17
"9369" 2464 4
"14763" 3861 56
"740" 191 6
"10185" 2656 46
"13044" 3410 39
"12254" 3187 34
"8944" 2363 1
"14814" 3877 14
"9135" 2408 12
"2700" 710 6
"13725" 3606 10
"5825" 1535 55
"6306" 1652 47
"1500" 378 2
"12277" 3192 55
"15652" 4104 17
"11645" 3035 55
"5959" 1575 53
"13080" 3419 13
"2677" 703 42
"3229" 850 47
"15319" 4017 40
"12568" 3273 66
"5830" 1536 45
"7939" 2090 44
"10343" 2700 26
"11869" 3091 24
"15650" 4104 61
"4152" 1098 45
"2502" 653 60
"10305" 2693 13
"1788" 461 66
"6720" 1751 14
"16044" 4204 6
"1751" 450 12
"5462" 1445 63
"15245" 3998 18
"4547" 1204 41
"7801" 2050 51
"12769" 3330 39
"15016" 3930 13
"4425" 1173 56
"8213" 2162 41
"13923" 3663 2
"9665" 2535 17
"12094" 3148 18
"15674" 4110 39
"12218" 3178 39
"6521" 1698 58
"13731" 3608 7
"722" 187 49
"8734" 2306 59
"3269" 859 59
"9111" 2401 11
"5951" 1572 28
"1307" 329 10
"14138" 3693 16
"10607" 2774 56
"9969" 2616 39
"6554" 1707 56
"9878" 2590 47
"8837" 2333 53
"15238" 3995 13
"9653" 2532 20
"4910" 1298 18
"4557" 1206 41
"13712" 3603 19
"16018" 4195 10
"16134" 4231 39
"1127" 299 36
"11989" 3125 17
"16929" 4467 35
"11768" 3066 43
"5562" 1468 18
"12575" 3275 18
"328" 85 39
"12658" 3296 56
"4550" 1205 13
"16426" 4327 18
"228" 60 45
"9566" 2504 18
"3376" 889 45
"10922" 2841 30
"9190" 2419 50
"4383" 1159 43
"7397" 1930 46
"8480" 2233 59
"1249" 313 55
"4933" 1306 39
"1384" 348 62
"9156" 2414 38
"151" 43 29
"6836" 1781 66
"11899" 3102 37
"6982" 1819 48
"8481" 2233 3
"13111" 3429 10
"4316" 1144 51
"2170" 570 19
"11302" 2940 29
"6050" 1599 57
"11677" 3043 39
"10333" 2700 56
"831" 211 52
"6452" 1686 12
"16828" 4444 37
"2000" 523 43
"7327" 1914 47
"9902" 2596 56
"4591" 1212 19
"12685" 3302 53
"8992" 2374 63
"2759" 724 60
"3419" 900 39
"14850" 3887 60
"7840" 2062 59
"8860" 2339 10
"6266" 1644 57
"11360" 2957 4
"1270" 319 35
"4226" 1121 50
"11732" 3055 23
"8514" 2244 26
"4365" 1156 6
"11317" 2944 43
"11379" 2962 48
"3525" 931 10
"3367" 888 59
"11608" 3022 52
"11178" 2911 37
"14609" 3815 52
"9594" 2513 43
"13363" 3514 12
"13800" 3632 48
"5556" 1467 38
"1814" 470 37
"13260" 3477 37
"1352" 341 25
"134" 41 56
"6422" 1675 15
"12217" 3178 10
"17189" 4536 66
"9342" 2456 17
"5882" 1551 53
"3839" 1017 39
"1094" 289 10
"8207" 2162 24
"5098" 1349 11
"13376" 3517 15
"1155" 303 36
"792" 207 32
"16518" 4351 17
"15766" 4135 57
"2422" 632 14
"14482" 3787 2
"11254" 2926 14
"4937" 1307 16
"13535" 3557 64
"6981" 1819 17
"1039" 273 45
"2235" 587 35
"10058" 2642 3
"4077" 1079 3
"1176" 303 41
"12709" 3310 36
"8959" 2367 57
"10020" 2631 6
"14174" 3704 60
"11887" 3097 56
"15322" 4018 17
"16258" 4270 63
"14896" 3900 24
"10908" 2837 11
"5015" 1329 11
"13898" 3655 7
"2360" 614 42
"315" 82 33
"16118" 4227 41
"4688" 1237 60
"4540" 1201 46
"7919" 2085 49
"3168" 836 13
"16991" 4481 18
"12462" 3241 64
"8743" 2308 12
"10822" 2819 17
"8341" 2195 3
"13312" 3496 13
"9620" 2520 11
"11243" 2924 37
"837" 212 2
"3157" 834 60
"14462" 3784 39
"4670" 1231 48
"7690" 2012 60
"9246" 2430 11
"9245" 2429 4
"14773" 3864 32
"3026" 795 13
"10457" 2727 20
"14865" 3892 6
"15509" 4065 37
"4898" 1295 30
"11586" 3016 17
"12636" 3288 6
"12648" 3292 39
"7983" 2099 11
"13523" 3554 45
"16960" 4474 18
"11519" 3000 45
"987" 258 39
"6619" 1727 45
"16357" 4302 18
"12078" 3147 27
"5011" 1327 51
"1551" 392 30
"5094" 1349 45
"9309" 2448 13
"5101" 1350 51
"14882" 3897 57
"8279" 2175 56
"12016" 3133 5
"13334" 3505 6
"5846" 1541 59
"617" 159 10
"14582" 3811 58
"7845" 2064 28
"2571" 673 2
"40" 13 4
"7897" 2078 43
"6759" 1758 51
"13751" 3615 3
"9731" 2548 8
"269" 71 12
"8209" 2162 57
"16979" 4478 61
"12707" 3309 6
"8190" 2159 26
"15154" 3972 60
"5104" 1351 56
"2340" 608 56
"1808" 469 15
"8741" 2307 42
"14343" 3752 37
"8682" 2292 48
"13248" 3473 59
"9047" 2386 13
"12596" 3280 56
"3489" 921 13
"12451" 3238 39
"9704" 2543 37
"7453" 1946 4
"985" 257 56
"9677" 2537 63
"2583" 676 6
"5478" 1447 57
"4902" 1296 60
"4415" 1169 39
"10957" 2853 11
"15404" 4037 18
"3124" 824 55
"3669" 969 48
"16554" 4364 17
"15360" 4028 23
"14804" 3874 14
"7123" 1855 57
"7512" 1963 64
"5662" 1497 39
"14690" 3842 38
"6775" 1762 38
"8206" 2162 59
"15301" 4012 59
"10722" 2799 66
"17215" 4542 3
"8934" 2359 34
"5540" 1462 56
"12053" 3140 58
"16755" 4423 17
"9552" 2504 27
"6088" 1612 41
"13000" 3398 3
"15682" 4111 46
"5127" 1360 15
"7452" 1946 64
"16824" 4443 17
"12944" 3385 8
"2672" 701 60
"5696" 1506 38
"3154" 834 63
"6917" 1803 37
"16536" 4358 26
"186" 51 7
"15547" 4075 37
"2713" 713 35
"957" 251 1
"14628" 3820 39
"12147" 3160 38
"329" 85 3
"5534" 1460 64
"4878" 1288 66
"13971" 3671 14
"4745" 1254 10
"10643" 2780 41
"3768" 1001 6
"11174" 2911 4
"9278" 2440 13
"8399" 2211 6
"10030" 2634 61
"15458" 4050 60
"9347" 2457 6
"12973" 3392 3
"11127" 2898 51
"3730" 987 56
"16300" 4284 56
"10646" 2780 55
"2010" 525 49
"12549" 3268 39
"1488" 375 28
"10512" 2743 39
"16581" 4373 20
"16033" 4202 43
"9417" 2469 60
"8806" 2321 17
"11114" 2895 38
"14294" 3740 49
"3410" 897 13
"11404" 2967 34
"4460" 1184 22
"15097" 3951 18
"13229" 3469 58
"14300" 3741 15
"6502" 1698 64
"8748" 2310 60
"12697" 3306 59
"1299" 326 59
"16986" 4480 49
"4736" 1253 9
"1933" 503 34
"16893" 4459 63
"1321" 332 17
"3231" 850 10
"3478" 917 38
"252" 66 13
"7110" 1850 18
"3876" 1029 47
"14585" 3811 2
"8516" 2245 32
"1653" 419 13
"1781" 459 56
"7886" 2074 37
"11411" 2969 21
"7498" 1959 19
"11639" 3033 56
"16777" 4429 48
"12845" 3353 37
"9275" 2439 37
"2753" 724 56
"3397" 892 37
"9900" 2596 52
"12541" 3266 15
"17053" 4496 26
"8017" 2109 41
"11754" 3062 54
"3874" 1028 46
"13961" 3671 53
"1363" 344 64
"12846" 3353 64
"12693" 3305 38
"3046" 801 45
"8918" 2356 37
"4657" 1228 2
"4135" 1094 17
"12300" 3197 52
"11699" 3047 56
"1332" 334 6
"13804" 3633 18
"5365" 1421 31
"6178" 1624 13
"4891" 1292 59
"9629" 2524 37
"6655" 1735 13
"12165" 3165 4
"15086" 3947 41
"4219" 1119 56
"3320" 873 12
"11362" 2958 25
"2449" 639 39
"14425" 3773 41
"6555" 1707 37
"6704" 1747 12
"15084" 3946 56
"9392" 2467 53
"14262" 3730 27
"3127" 826 26
"922" 243 17
"8146" 2146 17
"14646" 3826 29
"2883" 762 53
"3818" 1009 56
"5019" 1329 19
"16908" 4463 48
"17028" 4486 15
"6812" 1776 51
"93" 28 66
"17092" 4507 55
"10501" 2740 20
"10774" 2808 51
"13113" 3430 64
"16287" 4280 26
"10532" 2750 30
"3077" 810 60
"13483" 3543 47
"12464" 3242 9
"7884" 2074 18
"354" 85 37
"1786" 461 55
"6288" 1650 16
"4743" 1254 61
"1469" 369 55
"9443" 2478 60
"4158" 1101 17
"9" 3 51
"15814" 4142 57
"5982" 1580 39
"3276" 860 53
"14624" 3819 17
"14153" 3698 6
"9652" 2531 66
"3340" 879 60
"11256" 2927 8
"12138" 3157 56
"7403" 1933 38
"11400" 2966 56
"1285" 325 37
"15444" 4047 5
"5071" 1342 42
"10288" 2688 10
"2905" 768 7
"6212" 1632 56
"11987" 3125 37
"2325" 604 3
"171" 48 6
"5458" 1444 66
"5333" 1415 49
"14466" 3784 18
"2075" 542 62
"10530" 2749 18
"16017" 4195 2
"8974" 2370 17
"13849" 3641 22
"4799" 1261 47
"8434" 2220 4
"871" 224 27
"7917" 2084 46
"15802" 4139 60
"7214" 1883 61
"2551" 669 58
"15975" 4187 13
"14503" 3794 59
"2243" 588 55
"9913" 2598 37
"3895" 1033 60
"4692" 1239 35
"16099" 4222 56
"174" 48 56
"7223" 1885 56
"2455" 639 36
"5961" 1576 49
"8816" 2325 56
"7273" 1897 37
"14954" 3913 13
"12169" 3166 37
"5491" 1449 63
"16388" 4312 57
"8365" 2201 45
"7084" 1841 36
"2606" 681 42
"4614" 1219 58
"14139" 3694 26
"13368" 3515 66
"3307" 870 44
"16185" 4248 57
"11543" 3006 32
"1875" 486 39
"6052" 1599 27
"14898" 3900 29
"3290" 865 12
"4684" 1236 55
"11717" 3051 37
"915" 241 64
"9457" 2479 61
"13790" 3629 15
"11748" 3061 53
"17094" 4508 46
"17187" 4536 37
"3316" 873 13
"6767" 1759 24
"15987" 4187 56
"14456" 3782 47
"4154" 1099 22
"16916" 4466 59
"4677" 1235 2
"9809" 2569 26
"9187" 2418 5
"14291" 3739 53
"12771" 3330 15
"11253" 2926 6
"2220" 584 6
"6834" 1781 64
"8203" 2161 18
"4199" 1114 63
"8465" 2230 42
"13205" 3460 51
"13694" 3598 10
"7947" 2092 37
"5971" 1578 31
"7518" 1966 8
"6153" 1620 10
"12370" 3215 52
"14399" 3768 15
"14525" 3799 59
"1423" 357 60
"14290" 3739 23
"12863" 3359 45
"391" 97 53
"11790" 3076 33
"13105" 3427 15
"11761" 3064 56
"4084" 1082 33
"16372" 4305 2
"16497" 4347 59
"1602" 407 66
"8260" 2173 32
"8178" 2157 22
"70" 20 15
"9483" 2487 60
"3264" 858 35
"13512" 3551 26
"12932" 3379 57
"16610" 4386 29
"446" 115 16
"10639" 2780 23
"16695" 4403 45
"11158" 2906 46
"4850" 1279 19
"812" 210 30
"5952" 1572 13
"10843" 2824 66
"7285" 1901 17
"6501" 1698 66
"2562" 672 59
"310" 81 61
"11657" 3036 56
"10965" 2856 17
"1364" 344 17
"6719" 1751 61
"9353" 2458 62
"12006" 3130 64
"3324" 875 32
"7409" 1936 56
"11619" 3026 56
"10961" 2855 33
"1679" 430 60
"1794" 462 37
"5129" 1361 45
"12729" 3316 46
"110" 33 19
"4192" 1111 35
"4185" 1110 6
"4223" 1120 59
"9804" 2568 61
"10184" 2656 57
"11530" 3003 17
"16723" 4413 56
"701" 181 1
"8889" 2348 46
"9905" 2596 60
"6934" 1804 10
"11450" 2983 10
"15791" 4137 15
"9492" 2489 52
"13356" 3512 9
"230" 61 56
"16599" 4381 53
"5454" 1443 11
"732" 189 6
"11307" 2940 46
"881" 228 58
"4883" 1290 55
"7457" 1948 58
"10810" 2817 28
"2363" 616 13
"9959" 2613 59
"7289" 1903 60
"10232" 2671 6
"1681" 430 46
"7497" 1959 33
"12008" 3130 17
"5874" 1547 17
"13235" 3471 46
"7433" 1942 39
"2056" 536 3
"11664" 3037 36
"13046" 3410 15
"4539" 1201 49
"5557" 1468 66
"117" 35 38
"316" 82 51
"8787" 2317 41
"10057" 2642 24
"7217" 1883 3
"4629" 1223 51
"3054" 804 49
"13419" 3526 56
"834" 212 56
"7933" 2089 64
"15472" 4052 66
"14959" 3914 49
"679" 174 60
"7151" 1862 2
"3795" 1007 28
"5309" 1407 39
"6987" 1821 3
"733" 190 19
"11506" 2996 63
"1485" 375 45
"15979" 4187 39
"1391" 351 3
"2518" 659 55
"8038" 2115 17
"16190" 4249 3
"7201" 1879 56
"373" 92 39
"14018" 3678 6
"8879" 2344 6
"498" 129 4
"4285" 1136 52
"9836" 2576 15
"4499" 1191 52
"1073" 283 56
"16078" 4217 61
"12333" 3206 56
"15063" 3943 56
"10372" 2710 60
"11194" 2916 2
"16818" 4441 24
"10414" 2717 47
"5967" 1578 50
"17072" 4501 16
"14895" 3900 45
"575" 148 51
"2309" 600 16
"6274" 1646 3
"6363" 1663 56
"1858" 481 13
"552" 142 26
"6845" 1784 33
"4482" 1189 13
"13704" 3601 46
"7770" 2040 59
"17085" 4504 10
"11650" 3035 17
"16579" 4372 47
"12924" 3377 14
"10999" 2866 7
"8329" 2190 46
"11773" 3068 6
"2804" 739 60
"5700" 1508 60
"15772" 4136 32
"2341" 608 37
"2684" 705 37
"4947" 1310 19
"16596" 4379 15
"2642" 693 2
"12642" 3291 43
"5993" 1583 17
"10167" 2656 50
"8635" 2276 16
"2319" 603 43
"4100" 1084 41
"2813" 741 55
"6195" 1629 61
"7311" 1910 37
"9399" 2468 3
"7104" 1849 56
"7797" 2049 4
"16022" 4197 2
"15339" 4021 19
"7584" 1988 35
"10926" 2843 14
"337" 85 33
"4000" 1056 56
"14591" 3811 49
"2006" 524 24
"13831" 3638 2
"2423" 632 4
"9828" 2576 55
"10362" 2707 28
"8578" 2263 14
"1214" 304 33
"16588" 4376 25
"5733" 1519 18
"3387" 889 63
"6672" 1739 51
"9341" 2456 46
"7550" 1975 26
"14692" 3842 32
"346" 85 32
"13565" 3566 60
"12479" 3248 18
"1539" 388 53
"503" 129 49
"2523" 659 45
"10913" 2839 64
"6127" 1616 64
"5613" 1482 17
"6523" 1698 15
"12011" 3131 53
"13384" 3520 60
"6314" 1652 2
"15397" 4034 34
"938" 248 52
"12817" 3345 60
"15678" 4111 39
"3713" 983 31
"16410" 4320 14
"17009" 4483 59
"1643" 415 66
"3057" 805 9
"2943" 777 66
"254" 67 12
"12004" 3129 57
"13367" 3515 12
"5536" 1461 28
"3083" 812 46
"4920" 1302 64
"13654" 3589 26
"8373" 2202 11
"5744" 1524 4
"15756" 4131 24
"2476" 647 56
"3359" 886 17
"2967" 781 65
"4334" 1149 13
"5756" 1524 26
"8736" 2306 5
"13409" 3523 2
"8183" 2159 32
"4452" 1182 2
"4560" 1206 43
"14222" 3718 39
"7974" 2097 10
"14085" 3684 16
"3580" 945 3
"13650" 3588 2
"11340" 2952 53
"2221" 584 7
"16016" 4194 45
"17195" 4537 45
"15507" 4064 59
"3670" 970 52
"4058" 1074 56
"13259" 3477 57
"10319" 2695 2
"10544" 2755 2
"1515" 382 28
"14265" 3731 39
"868" 223 14
"5331" 1414 26
"15529" 4071 55
"4326" 1146 59
"15" 5 12
"8694" 2295 37
"1497" 377 60
"7929" 2087 17
"5988" 1582 59
"284" 75 7
"677" 174 13
"15247" 3998 2
"16297" 4282 12
"4323" 1145 49
"16090" 4218 10
"925" 244 59
"8185" 2159 56
"4694" 1239 37
"14424" 3773 63
"10654" 2783 34
"4321" 1145 57
"2072" 541 55
"6893" 1796 51
"3435" 904 63
"15224" 3991 18
"2616" 685 55
"13278" 3484 6
"8919" 2356 46
"1870" 484 66
"12677" 3300 39
"585" 150 62
"4732" 1252 13
"8707" 2298 44
"5869" 1546 2
"7030" 1834 46
"2921" 773 49
"17034" 4487 37
"17167" 4528 5
"15040" 3936 60
"1694" 434 6
"2500" 652 6
"10870" 2829 26
"17019" 4484 14
"11867" 3091 39
"8094" 2132 28
"1706" 438 55
"14152" 3698 39
"13728" 3607 46
"4311" 1144 12
"5554" 1466 17
"5137" 1363 13
"14335" 3752 26
"6404" 1670 13
"5792" 1528 27
"14485" 3788 42
"12334" 3206 50
"1557" 393 17
"4532" 1199 17
"6624" 1729 6
"7292" 1904 38
"11512" 2998 33
"11079" 2886 39
"11268" 2932 18
"9284" 2442 53
"4274" 1132 19
"16216" 4257 66
"15566" 4082 11
"8973" 2370 26
"13216" 3464 28
"5789" 1527 52
"8177" 2157 15
"11507" 2997 59
"16368" 4304 39
"14446" 3780 66
"5581" 1474 7
"10904" 2836 11
"2935" 776 26
"12074" 3145 47
"8322" 2189 55
"10140" 2656 63
"7376" 1923 47
"6960" 1811 47
"10258" 2681 3
"9970" 2617 56
"14747" 3856 17
"11514" 2998 63
"12293" 3195 41
"3237" 851 56
"13621" 3581 36
"3142" 831 56
"15535" 4071 6
"6977" 1817 30
"13161" 3445 31
"873" 225 6
"5131" 1361 18
"11456" 2984 60
"14968" 3916 19
"8431" 2219 15
"10814" 2817 55
"6744" 1753 12
"16430" 4328 37
"5726" 1515 46
"2598" 680 62
"11294" 2938 62
"4572" 1210 19
"9681" 2539 37
"2094" 547 58
"4464" 1185 60
"13426" 3527 17
"6768" 1759 46
"13695" 3598 3
"11881" 3095 39
"12688" 3303 2
"9980" 2620 8
"9532" 2499 39
"14827" 3882 56
"13514" 3551 58
"11003" 2866 16
"3455" 911 2
"2314" 602 2
"5902" 1556 45
"16092" 4218 6
"1895" 492 36
"14922" 3904 43
"11986" 3124 63
"5402" 1431 17
"15750" 4130 49
"6277" 1646 24
"1994" 521 1
"8208" 2162 2
"689" 177 57
"12430" 3231 56
"10546" 2756 56
"4247" 1123 45
"6470" 1692 39
"11297" 2938 16
"9686" 2539 2
"13590" 3574 12
"13041" 3410 55
"15583" 4083 58
"15173" 3977 1
"4297" 1141 6
"6066" 1605 63
"975" 255 49
"15635" 4099 37
"12781" 3333 36
"16234" 4261 29
"13350" 3510 56
"9509" 2491 45
"4448" 1181 55
"10666" 2787 15
"10374" 2710 39
"15202" 3985 56
"6414" 1673 39
"8064" 2124 45
"11977" 3123 12
"920" 242 34
"10747" 2805 33
"1990" 520 17
"4050" 1071 13
"6826" 1780 47
"2662" 699 12
"12865" 3359 62
"16390" 4313 37
"11712" 3050 6
"5632" 1490 4
"1888" 489 43
"4678" 1235 60
"537" 138 57
"16471" 4338 60
"6591" 1718 56
"6327" 1657 41
"16474" 4339 18
"12826" 3348 13
"3335" 878 56
"10153" 2656 11
"16123" 4228 30
"10494" 2738 62
"3964" 1045 64
"16860" 4453 42
"12295" 3196 57
"8670" 2289 66
"4160" 1102 56
"6676" 1741 2
"13374" 3517 45
"5160" 1367 66
"9054" 2387 38
"63" 18 26
"10895" 2835 30
"4600" 1215 46
"4453" 1182 3
"6976" 1817 65
"7118" 1852 2
"11968" 3122 8
"15106" 3953 7
"9846" 2578 15
"12298" 3197 49
"13606" 3578 55
"438" 113 66
"5797" 1530 18
"1980" 517 5
"15819" 4145 56
"5790" 1527 64
"13412" 3524 3
"11103" 2893 4
"2587" 677 60
"5006" 1325 17
"11388" 2964 35
"2661" 699 14
"4246" 1122 3
"3207" 843 17
"1799" 464 51
"1452" 364 59
"10437" 2722 39
"11522" 3001 37
"10125" 2656 33
"13242" 3473 39
"16811" 4438 17
"9792" 2564 24
"888" 231 39
"5222" 1383 43
"5114" 1354 46
"7632" 1994 25
"13330" 3503 35
"9619" 2520 63
"4616" 1219 13
"8349" 2197 17
"5914" 1559 41
"1296" 326 49
"8790" 2317 4
"420" 108 49
"6690" 1743 53
"8639" 2277 23
"6955" 1810 60
"14905" 3901 13
"4783" 1259 57
"10468" 2731 26
"10011" 2628 28
"10850" 2826 57
"16652" 4395 64
"10802" 2814 40
"16235" 4261 53
"17153" 4524 40
"9206" 2423 17
"13983" 3673 37
"16312" 4288 17
"13811" 3635 60
"14697" 3844 63
"10884" 2832 39
"7430" 1942 17
"9150" 2413 46
"22" 6 46
"13881" 3651 15
"6546" 1705 56
"1611" 407 1
"10770" 2807 34
"5521" 1457 63
"14652" 3828 37
"16113" 4226 7
"218" 57 14
"13726" 3606 18
"14761" 3861 41
"5814" 1532 61
"3505" 925 16
"464" 121 39
"1260" 318 14
"4221" 1119 7
"3279" 861 66
"4833" 1273 38
"4836" 1274 64
"2331" 605 17
"1738" 447 49
"9220" 2423 49
"9429" 2474 26
"9248" 2430 45
"358" 87 17
"7233" 1887 7
"206" 55 56
"5651" 1495 36
"11660" 3036 32
"11787" 3075 17
"7678" 2010 49
"11437" 2978 46
"9719" 2546 57
"6163" 1620 2
"1254" 316 60
"8714" 2301 49
"14798" 3872 37
"15992" 4188 37
"3285" 863 37
"7538" 1971 66
"12665" 3297 12
"3319" 873 7
"4169" 1106 58
"6208" 1631 57
"6939" 1804 14
"3664" 967 38
"6973" 1815 17
"4408" 1168 53
"9917" 2600 38
"12683" 3301 17
"9682" 2539 17
"7225" 1886 2
"7007" 1826 45
"2608" 682 60
"14309" 3742 17
"15421" 4043 41
"8622" 2272 37
"5569" 1471 37
"5433" 1439 66
"16387" 4311 8
"16126" 4229 39
"17081" 4503 56
"10081" 2649 37
"11618" 3026 60
"687" 176 26
"14008" 3678 12
"14787" 3868 39
"12801" 3341 19
"16728" 4414 30
"4970" 1320 24
"125" 37 18
"1483" 374 6
"1389" 350 64
"16971" 4478 55
"5191" 1374 60
"16089" 4218 14
"13372" 3517 57
"1286" 325 43
"2008" 524 13
"6457" 1687 39
"15216" 3988 3
"7732" 2026 56
"1949" 507 38
"10251" 2678 17
"12363" 3211 39
"431" 110 23
"7439" 1943 6
"4354" 1153 48
"6974" 1816 55
"9458" 2480 16
"4749" 1254 60
"705" 182 43
"11848" 3086 14
"12393" 3222 6
"3382" 889 17
"16028" 4200 26
"12233" 3182 60
"14351" 3754 17
"13691" 3597 56
"2460" 641 47
"7946" 2092 56
"9788" 2563 7
"16661" 4397 60
"12404" 3224 2
"1616" 408 60
"12579" 3276 41
"6557" 1707 17
"15658" 4105 63
"979" 256 58
"12286" 3194 59
"16019" 4196 32
"1832" 474 26
"8762" 2313 60
"5811" 1532 10
"4964" 1317 19
"14311" 3743 57
"9664" 2534 61
"5496" 1450 17
"10103" 2652 52
"4922" 1303 24
